license_no,restaurant_name,cuisine,area,emirate,inspection_count_2023_2026,violation_count_2023_2026,major_violation_count,repeat_offender_flag,closure_events,ever_closed_flag,dm_star_rating,last_inspection_date
DM-102567,Restaurant 2567,Persian,Bur Dubai,Dubai,2,1,1,0,0,0,5,09-07-2023
DM-102568,Restaurant 2568,Persian,Silicon Oasis,Dubai,7,5,4,0,1,1,1,13-02-2025
DM-102569,Restaurant 2569,French,Jumeirah,Dubai,5,2,0,0,0,0,2,04-05-2023
DM-102570,Restaurant 2570,Arabic,Downtown,Dubai,9,13,7,1,2,1,3,17-06-2024
DM-102571,Restaurant 2571,Arabic,Bur Dubai,Dubai,8,8,2,1,0,0,3,24-07-2025
DM-102572,Restaurant 2572,Japanese,DIFC,Dubai,11,8,5,1,0,0,3,07-10-2025
DM-102573,Restaurant 2573,Persian,Deira,Dubai,8,1,1,0,0,0,4,10-09-2024
DM-102574,Restaurant 2574,Lebanese,Marina,Dubai,1,14,2,0,0,0,3,03-10-2024
DM-102575,Restaurant 2575,Lebanese,Business Bay,Dubai,8,8,7,1,2,1,3,22-06-2023
DM-102576,Restaurant 2576,Turkish,Deira,Dubai,11,3,3,0,1,1,5,05-02-2026
DM-102577,Restaurant 2577,Thai,JLT,Dubai,11,4,0,0,0,0,2,20-01-2025
DM-102578,Restaurant 2578,Mexican,DIFC,Dubai,3,15,15,0,0,0,3,20-03-2024
DM-102579,Restaurant 2579,Lebanese,Jumeirah,Dubai,7,3,2,1,2,1,2,16-07-2025
DM-102580,Restaurant 2580,Korean,JLT,Dubai,3,14,2,0,0,0,3,18-05-2024
DM-102581,Restaurant 2581,American,Downtown,Dubai,9,5,3,1,0,0,4,01-03-2023
DM-102582,Restaurant 2582,French,Bur Dubai,Dubai,11,4,0,0,0,0,1,05-03-2025
DM-102583,Restaurant 2583,Indian,JLT,Dubai,9,13,6,0,1,1,4,08-11-2023
DM-102584,Restaurant 2584,Filipino,JLT,Dubai,8,15,2,0,0,0,5,09-06-2025
DM-102585,Restaurant 2585,American,Deira,Dubai,4,7,6,1,1,1,4,17-07-2024
DM-102586,Restaurant 2586,Lebanese,Downtown,Dubai,6,10,5,0,0,0,5,26-08-2024
DM-102587,Restaurant 2587,Thai,Business Bay,Dubai,6,1,1,1,0,0,2,18-04-2024
DM-102588,Restaurant 2588,Turkish,Deira,Dubai,1,3,2,0,0,0,4,12-11-2024
DM-102589,Restaurant 2589,Thai,JLT,Dubai,11,11,9,1,2,1,5,31-01-2023
DM-102590,Restaurant 2590,Mexican,JLT,Dubai,5,0,0,0,0,0,2,16-01-2026
DM-102591,Restaurant 2591,Thai,Al Barsha,Dubai,9,2,0,0,0,0,4,17-06-2023
DM-102592,Restaurant 2592,Persian,Deira,Dubai,3,13,13,0,0,0,1,18-12-2025
DM-102593,Restaurant 2593,Lebanese,Al Barsha,Dubai,8,7,3,0,0,0,1,02-03-2025
DM-102594,Restaurant 2594,Mexican,Business Bay,Dubai,9,12,11,0,0,0,4,21-02-2025
DM-102595,Restaurant 2595,Pakistani,JLT,Dubai,4,14,13,1,1,1,4,30-06-2024
DM-102596,Restaurant 2596,Turkish,JLT,Dubai,12,6,1,0,1,1,3,26-11-2024
DM-102597,Restaurant 2597,Korean,Deira,Dubai,1,15,7,0,1,1,1,24-03-2025
DM-102598,Restaurant 2598,Korean,Bur Dubai,Dubai,6,13,8,1,1,1,1,03-03-2023
DM-102599,Restaurant 2599,Italian,Bur Dubai,Dubai,6,7,1,1,0,0,5,12-12-2025
DM-102600,Restaurant 2600,Pakistani,JLT,Dubai,10,4,3,0,0,0,5,03-04-2023
DM-102601,Restaurant 2601,French,Jumeirah,Dubai,12,3,1,1,0,0,3,23-11-2023
DM-102602,Restaurant 2602,Turkish,JLT,Dubai,8,15,14,1,2,1,4,24-12-2025
DM-102603,Restaurant 2603,Pakistani,Marina,Dubai,11,5,3,0,1,1,1,05-02-2025
DM-102604,Restaurant 2604,Pakistani,JLT,Dubai,5,10,7,0,0,0,5,30-08-2025
DM-102605,Restaurant 2605,Mexican,Business Bay,Dubai,2,12,4,0,1,1,3,03-02-2023
DM-102606,Restaurant 2606,Persian,Silicon Oasis,Dubai,7,6,5,1,2,1,4,19-01-2025
DM-102607,Restaurant 2607,Indian,Deira,Dubai,11,15,13,0,0,0,2,03-12-2023
DM-102608,Restaurant 2608,American,Silicon Oasis,Dubai,1,6,3,0,0,0,5,26-01-2024
DM-102609,Restaurant 2609,Arabic,DIFC,Dubai,9,2,0,0,0,0,1,14-05-2024
DM-102610,Restaurant 2610,Japanese,Jumeirah,Dubai,6,9,2,1,0,0,3,09-02-2024
DM-102611,Restaurant 2611,Filipino,Jumeirah,Dubai,10,11,6,0,0,0,4,30-05-2024
DM-102612,Restaurant 2612,Japanese,Bur Dubai,Dubai,7,2,0,0,0,0,4,18-09-2025
DM-102613,Restaurant 2613,Japanese,Business Bay,Dubai,7,14,2,1,0,0,4,25-03-2025
DM-102614,Restaurant 2614,French,Marina,Dubai,5,5,4,0,1,1,5,26-03-2025
DM-102615,Restaurant 2615,Mexican,JLT,Dubai,4,4,0,1,2,1,5,27-01-2023
DM-102616,Restaurant 2616,American,JLT,Dubai,3,11,0,0,0,0,1,24-08-2024
DM-102617,Restaurant 2617,Thai,Deira,Dubai,7,1,0,1,2,1,5,22-02-2026
DM-102618,Restaurant 2618,Mexican,JLT,Dubai,1,1,0,0,0,0,3,03-02-2026
DM-102619,Restaurant 2619,Pakistani,Marina,Dubai,8,0,0,0,1,1,4,21-10-2025
DM-102620,Restaurant 2620,Turkish,Bur Dubai,Dubai,4,10,3,1,2,1,3,04-11-2025
DM-102621,Restaurant 2621,Persian,Marina,Dubai,5,8,8,1,2,1,5,14-07-2025
DM-102622,Restaurant 2622,American,Silicon Oasis,Dubai,6,3,0,1,2,1,2,07-06-2025
DM-102623,Restaurant 2623,Japanese,Business Bay,Dubai,7,0,0,1,1,1,3,01-10-2025
DM-102624,Restaurant 2624,Thai,Business Bay,Dubai,6,5,2,1,1,1,4,22-06-2023
DM-102625,Restaurant 2625,Japanese,Jumeirah,Dubai,12,14,10,1,2,1,1,23-06-2024
DM-102626,Restaurant 2626,Persian,Marina,Dubai,5,12,12,0,0,0,3,06-02-2023
DM-102627,Restaurant 2627,Lebanese,Al Barsha,Dubai,10,9,6,1,0,0,1,02-04-2024
DM-102628,Restaurant 2628,French,DIFC,Dubai,7,1,0,0,0,0,3,11-08-2025
DM-102629,Restaurant 2629,Arabic,Deira,Dubai,9,8,4,1,0,0,3,17-08-2023
DM-102630,Restaurant 2630,Turkish,Bur Dubai,Dubai,12,12,8,0,1,1,1,13-08-2025
DM-102631,Restaurant 2631,Turkish,Deira,Dubai,12,5,0,1,2,1,2,21-08-2025
DM-102632,Restaurant 2632,Indian,Marina,Dubai,7,3,2,1,1,1,4,24-06-2023
DM-102633,Restaurant 2633,Japanese,Marina,Dubai,9,12,9,0,1,1,4,16-12-2025
DM-102634,Restaurant 2634,Pakistani,JLT,Dubai,10,13,11,0,1,1,4,23-06-2025
DM-102635,Restaurant 2635,Filipino,Jumeirah,Dubai,7,5,1,0,1,1,3,02-02-2025
DM-102636,Restaurant 2636,Indian,Business Bay,Dubai,7,6,3,0,1,1,1,03-05-2023
DM-102637,Restaurant 2637,American,Downtown,Dubai,7,6,4,1,2,1,1,27-07-2024
DM-102638,Restaurant 2638,Persian,Jumeirah,Dubai,8,9,9,1,1,1,2,09-01-2023
DM-102639,Restaurant 2639,Persian,Marina,Dubai,4,7,7,1,1,1,5,05-04-2023
DM-102640,Restaurant 2640,French,Jumeirah,Dubai,12,3,2,0,0,0,4,06-10-2025
DM-102641,Restaurant 2641,Turkish,Silicon Oasis,Dubai,6,4,2,1,1,1,4,17-01-2023
DM-102642,Restaurant 2642,Pakistani,Business Bay,Dubai,12,4,2,1,1,1,5,12-02-2025
DM-102643,Restaurant 2643,American,Business Bay,Dubai,9,8,4,1,2,1,4,06-08-2024
DM-102644,Restaurant 2644,Pakistani,DIFC,Dubai,2,10,5,0,0,0,3,23-08-2024
DM-102645,Restaurant 2645,American,Downtown,Dubai,4,0,0,0,1,1,3,01-03-2023
DM-102646,Restaurant 2646,Japanese,Al Barsha,Dubai,1,3,3,0,1,1,3,04-12-2023
DM-102647,Restaurant 2647,Lebanese,DIFC,Dubai,5,15,3,0,1,1,5,24-05-2023
DM-102648,Restaurant 2648,American,Al Barsha,Dubai,6,11,5,0,1,1,1,03-08-2023
DM-102649,Restaurant 2649,Pakistani,Deira,Dubai,1,10,8,0,0,0,3,20-03-2024
DM-102650,Restaurant 2650,American,Jumeirah,Dubai,8,11,9,1,2,1,5,18-02-2023
DM-102651,Restaurant 2651,American,Downtown,Dubai,12,14,0,1,2,1,4,27-09-2025
DM-102652,Restaurant 2652,Mexican,Deira,Dubai,9,5,0,1,2,1,5,30-04-2025
DM-102653,Restaurant 2653,Chinese,Al Barsha,Dubai,2,6,6,0,0,0,2,08-06-2024
DM-102654,Restaurant 2654,American,Jumeirah,Dubai,5,8,8,0,1,1,5,20-10-2024
DM-102655,Restaurant 2655,American,Business Bay,Dubai,12,8,1,1,2,1,5,25-08-2023
DM-102656,Restaurant 2656,Thai,Deira,Dubai,9,4,2,1,0,0,3,07-11-2024
DM-102657,Restaurant 2657,Turkish,Jumeirah,Dubai,8,7,3,0,0,0,5,10-08-2023
DM-102658,Restaurant 2658,American,Al Barsha,Dubai,7,13,11,1,1,1,2,18-01-2026
DM-102659,Restaurant 2659,Lebanese,Al Barsha,Dubai,1,1,1,0,0,0,5,13-08-2024
DM-102660,Restaurant 2660,Lebanese,JLT,Dubai,8,13,8,0,0,0,2,12-02-2024
DM-102661,Restaurant 2661,Japanese,Al Barsha,Dubai,5,12,8,1,1,1,1,03-08-2024
DM-102662,Restaurant 2662,French,DIFC,Dubai,4,10,0,1,0,0,1,27-01-2024
DM-102663,Restaurant 2663,Mexican,Al Barsha,Dubai,10,1,0,1,0,0,1,16-03-2025
DM-102664,Restaurant 2664,Persian,JLT,Dubai,9,5,5,1,2,1,4,23-06-2024
DM-102665,Restaurant 2665,Turkish,DIFC,Dubai,6,3,2,1,1,1,3,29-10-2023
DM-102666,Restaurant 2666,Lebanese,DIFC,Dubai,4,9,6,0,1,1,5,09-02-2025
DM-102667,Restaurant 2667,Thai,Downtown,Dubai,4,11,6,0,0,0,5,30-08-2025
DM-102668,Restaurant 2668,Italian,DIFC,Dubai,7,6,5,1,0,0,5,12-01-2023
DM-102669,Restaurant 2669,Chinese,Jumeirah,Dubai,3,15,7,0,0,0,4,13-05-2024
DM-102670,Restaurant 2670,Lebanese,Deira,Dubai,6,2,2,1,2,1,3,31-01-2023
DM-102671,Restaurant 2671,Turkish,Silicon Oasis,Dubai,6,9,3,0,0,0,2,23-11-2025
DM-102672,Restaurant 2672,Indian,Deira,Dubai,7,4,2,0,1,1,2,16-01-2023
DM-102673,Restaurant 2673,Persian,JLT,Dubai,12,1,0,0,0,0,1,18-04-2024
DM-102674,Restaurant 2674,Chinese,DIFC,Dubai,10,13,9,0,1,1,1,31-03-2024
DM-102675,Restaurant 2675,Italian,DIFC,Dubai,5,7,7,0,0,0,3,19-10-2025
DM-102676,Restaurant 2676,Persian,Business Bay,Dubai,12,8,2,0,1,1,2,15-04-2023
DM-102677,Restaurant 2677,French,Business Bay,Dubai,10,15,0,0,0,0,4,09-01-2024
DM-102678,Restaurant 2678,Italian,JLT,Dubai,1,0,0,0,1,1,1,28-01-2025
DM-102679,Restaurant 2679,Korean,Jumeirah,Dubai,11,2,2,0,1,1,1,28-02-2023
DM-102680,Restaurant 2680,Persian,Deira,Dubai,3,14,13,0,0,0,1,10-05-2025
DM-102681,Restaurant 2681,Chinese,Deira,Dubai,10,2,2,0,0,0,2,20-04-2025
DM-102682,Restaurant 2682,Chinese,Al Barsha,Dubai,11,2,0,1,0,0,1,21-01-2026
DM-102683,Restaurant 2683,Italian,Silicon Oasis,Dubai,3,9,3,0,0,0,5,23-01-2025
DM-102684,Restaurant 2684,Turkish,Silicon Oasis,Dubai,6,1,0,0,1,1,4,12-10-2023
DM-102685,Restaurant 2685,French,Silicon Oasis,Dubai,6,13,5,0,1,1,3,20-10-2025
DM-102686,Restaurant 2686,American,Silicon Oasis,Dubai,6,6,1,0,0,0,5,08-10-2024
DM-102687,Restaurant 2687,Chinese,Downtown,Dubai,10,14,7,1,1,1,1,09-07-2023
DM-102688,Restaurant 2688,Pakistani,DIFC,Dubai,8,8,7,0,1,1,5,20-07-2023
DM-102689,Restaurant 2689,Lebanese,Marina,Dubai,3,2,0,0,1,1,4,13-04-2023
DM-102690,Restaurant 2690,Japanese,JLT,Dubai,6,14,3,0,0,0,5,06-11-2024
DM-102691,Restaurant 2691,Chinese,Downtown,Dubai,10,15,10,1,2,1,1,27-05-2023
DM-102692,Restaurant 2692,Mexican,Deira,Dubai,5,15,7,1,0,0,4,24-03-2023
DM-102693,Restaurant 2693,Turkish,Marina,Dubai,7,8,6,0,1,1,2,10-10-2025
DM-102694,Restaurant 2694,Korean,Business Bay,Dubai,4,7,1,0,1,1,5,22-06-2024
DM-102695,Restaurant 2695,Arabic,Marina,Dubai,4,4,0,0,1,1,2,13-09-2025
DM-102696,Restaurant 2696,Chinese,JLT,Dubai,4,6,5,1,2,1,2,26-08-2023
DM-102697,Restaurant 2697,Indian,JLT,Dubai,6,1,0,0,1,1,2,02-12-2025
DM-102698,Restaurant 2698,Mexican,Jumeirah,Dubai,7,6,2,0,0,0,5,24-06-2023
DM-102699,Restaurant 2699,Japanese,Silicon Oasis,Dubai,10,6,4,0,1,1,3,10-02-2026
DM-102700,Restaurant 2700,Thai,Silicon Oasis,Dubai,12,14,4,1,0,0,3,19-07-2024
DM-102701,Restaurant 2701,Mexican,DIFC,Dubai,1,15,2,0,0,0,1,12-02-2025
DM-102702,Restaurant 2702,American,Al Barsha,Dubai,3,0,0,0,0,0,5,22-07-2023
DM-102703,Restaurant 2703,Thai,Downtown,Dubai,3,0,0,0,1,1,5,17-07-2025
DM-102704,Restaurant 2704,Chinese,Al Barsha,Dubai,12,7,4,0,1,1,5,23-07-2023
DM-102705,Restaurant 2705,Japanese,Bur Dubai,Dubai,6,15,12,1,0,0,2,30-03-2025
DM-102706,Restaurant 2706,Italian,DIFC,Dubai,4,0,0,0,1,1,4,07-04-2024
DM-102707,Restaurant 2707,Lebanese,JLT,Dubai,4,10,1,1,2,1,5,20-07-2025
DM-102708,Restaurant 2708,Chinese,Bur Dubai,Dubai,6,12,0,0,0,0,5,28-03-2025
DM-102709,Restaurant 2709,Chinese,Downtown,Dubai,7,0,0,0,1,1,5,05-10-2023
DM-102710,Restaurant 2710,Korean,Al Barsha,Dubai,3,6,5,0,0,0,4,05-06-2023
DM-102711,Restaurant 2711,Japanese,Al Barsha,Dubai,5,14,14,1,1,1,5,10-01-2023
DM-102712,Restaurant 2712,Korean,Deira,Dubai,6,4,1,0,0,0,1,11-09-2024
DM-102713,Restaurant 2713,Filipino,Business Bay,Dubai,2,7,7,0,1,1,3,28-07-2023
DM-102714,Restaurant 2714,Indian,Marina,Dubai,2,8,6,0,1,1,2,27-02-2023
DM-102715,Restaurant 2715,Indian,Bur Dubai,Dubai,3,14,12,0,1,1,1,22-03-2023
DM-102716,Restaurant 2716,Arabic,Bur Dubai,Dubai,12,11,3,1,1,1,1,31-05-2023
DM-102717,Restaurant 2717,Italian,Al Barsha,Dubai,6,7,0,0,0,0,4,16-06-2023
DM-102718,Restaurant 2718,Chinese,Deira,Dubai,2,4,2,0,1,1,3,26-09-2023
DM-102719,Restaurant 2719,Korean,DIFC,Dubai,7,13,4,1,1,1,4,25-03-2023
DM-102720,Restaurant 2720,Mexican,Downtown,Dubai,6,13,1,0,1,1,4,29-01-2026
DM-102721,Restaurant 2721,Mexican,Deira,Dubai,2,11,4,0,1,1,3,17-02-2026
DM-102722,Restaurant 2722,Italian,Silicon Oasis,Dubai,7,7,7,1,1,1,5,08-09-2025
DM-102723,Restaurant 2723,Lebanese,Bur Dubai,Dubai,4,11,11,1,0,0,4,04-08-2024
DM-102724,Restaurant 2724,Japanese,Jumeirah,Dubai,11,5,0,0,1,1,3,02-06-2024
DM-102725,Restaurant 2725,Turkish,Deira,Dubai,7,9,5,1,1,1,1,15-10-2025
DM-102726,Restaurant 2726,Chinese,Silicon Oasis,Dubai,2,1,0,0,0,0,4,17-07-2023
DM-102727,Restaurant 2727,French,Silicon Oasis,Dubai,1,11,5,0,0,0,5,10-10-2025
DM-102728,Restaurant 2728,Pakistani,Business Bay,Dubai,10,1,1,1,2,1,2,28-12-2024
DM-102729,Restaurant 2729,Chinese,Silicon Oasis,Dubai,3,7,2,0,0,0,2,19-02-2023
DM-102730,Restaurant 2730,Turkish,Marina,Dubai,5,2,0,0,1,1,4,14-01-2025
DM-102731,Restaurant 2731,Persian,Silicon Oasis,Dubai,7,8,1,0,1,1,1,04-10-2023
DM-102732,Restaurant 2732,Italian,Deira,Dubai,4,8,0,1,0,0,5,30-08-2025
DM-102733,Restaurant 2733,Persian,Business Bay,Dubai,5,15,13,0,1,1,5,30-11-2023
DM-102734,Restaurant 2734,American,Marina,Dubai,2,8,5,0,0,0,5,06-03-2025
DM-102735,Restaurant 2735,Lebanese,Business Bay,Dubai,9,1,0,1,1,1,2,13-11-2025
DM-102736,Restaurant 2736,Korean,JLT,Dubai,8,1,1,0,0,0,4,06-10-2024
DM-102737,Restaurant 2737,Mexican,Silicon Oasis,Dubai,10,3,3,0,0,0,4,30-03-2024
DM-102738,Restaurant 2738,Mexican,Silicon Oasis,Dubai,8,15,8,1,0,0,5,08-07-2023
DM-102739,Restaurant 2739,Arabic,Downtown,Dubai,8,4,1,1,1,1,3,09-02-2025
DM-102740,Restaurant 2740,Indian,Silicon Oasis,Dubai,4,4,3,0,0,0,5,31-10-2024
DM-102741,Restaurant 2741,Mexican,Business Bay,Dubai,1,5,3,0,1,1,2,03-08-2023
DM-102742,Restaurant 2742,Indian,Silicon Oasis,Dubai,5,6,0,1,1,1,3,04-03-2024
DM-102743,Restaurant 2743,Chinese,Downtown,Dubai,1,2,2,0,0,0,2,29-09-2025
DM-102744,Restaurant 2744,Persian,Business Bay,Dubai,8,9,0,0,0,0,5,31-03-2025
DM-102745,Restaurant 2745,Thai,Marina,Dubai,11,4,0,0,0,0,1,08-12-2024
DM-102746,Restaurant 2746,Mexican,Marina,Dubai,5,12,5,0,1,1,1,11-08-2023
DM-102747,Restaurant 2747,Persian,JLT,Dubai,8,2,2,1,2,1,5,19-10-2024
DM-102748,Restaurant 2748,Indian,JLT,Dubai,6,8,0,1,1,1,4,02-02-2025
DM-102749,Restaurant 2749,Turkish,Bur Dubai,Dubai,11,13,8,1,2,1,5,06-11-2024
DM-102750,Restaurant 2750,French,DIFC,Dubai,11,7,6,1,0,0,5,09-03-2024
DM-102751,Restaurant 2751,Pakistani,Downtown,Dubai,12,10,2,1,0,0,3,13-01-2024
DM-102752,Restaurant 2752,Pakistani,Deira,Dubai,2,11,11,0,0,0,5,03-03-2024
DM-102753,Restaurant 2753,Turkish,Al Barsha,Dubai,4,1,1,1,1,1,3,10-04-2024
DM-102754,Restaurant 2754,Chinese,DIFC,Dubai,4,8,1,0,1,1,5,20-01-2024
DM-102755,Restaurant 2755,American,JLT,Dubai,2,12,12,0,0,0,2,03-08-2023
DM-102756,Restaurant 2756,Turkish,Silicon Oasis,Dubai,7,5,0,1,0,0,1,27-05-2025
DM-102757,Restaurant 2757,Filipino,Downtown,Dubai,2,1,0,0,1,1,3,19-04-2024
DM-102758,Restaurant 2758,Indian,Marina,Dubai,6,1,0,1,0,0,4,20-09-2023
DM-102759,Restaurant 2759,Pakistani,Al Barsha,Dubai,1,14,14,0,0,0,4,14-10-2023
DM-102760,Restaurant 2760,French,Business Bay,Dubai,4,5,1,1,2,1,1,01-06-2025
DM-102761,Restaurant 2761,Korean,Deira,Dubai,9,6,5,1,2,1,2,28-03-2024
DM-102762,Restaurant 2762,Chinese,Marina,Dubai,7,8,2,0,0,0,2,04-02-2025
DM-102763,Restaurant 2763,American,Marina,Dubai,5,9,5,1,1,1,5,06-11-2025
DM-102764,Restaurant 2764,Italian,Bur Dubai,Dubai,6,3,3,1,0,0,2,11-11-2025
DM-102765,Restaurant 2765,Turkish,JLT,Dubai,11,7,1,0,0,0,2,27-03-2024
DM-102766,Restaurant 2766,Japanese,Jumeirah,Dubai,9,10,5,0,1,1,3,02-04-2023
DM-102767,Restaurant 2767,Pakistani,Bur Dubai,Dubai,8,10,1,0,0,0,3,24-11-2023
DM-102768,Restaurant 2768,Arabic,Al Barsha,Dubai,10,7,0,1,0,0,5,24-09-2025
DM-102769,Restaurant 2769,Filipino,JLT,Dubai,4,7,2,1,1,1,1,26-10-2025
DM-102770,Restaurant 2770,Pakistani,Bur Dubai,Dubai,1,8,4,0,1,1,2,08-11-2024
DM-102771,Restaurant 2771,Japanese,Al Barsha,Dubai,6,13,5,1,1,1,5,28-02-2025
DM-102772,Restaurant 2772,Mexican,Deira,Dubai,3,2,2,0,0,0,1,24-09-2024
DM-102773,Restaurant 2773,Pakistani,Marina,Dubai,5,2,2,0,0,0,4,25-01-2024
DM-102774,Restaurant 2774,Pakistani,DIFC,Dubai,5,9,3,1,1,1,3,07-05-2023
DM-102775,Restaurant 2775,Chinese,Silicon Oasis,Dubai,1,3,1,0,0,0,3,17-12-2025
DM-102776,Restaurant 2776,Mexican,Business Bay,Dubai,10,15,10,0,0,0,3,06-07-2024
DM-102777,Restaurant 2777,Chinese,Al Barsha,Dubai,8,14,2,0,1,1,5,17-08-2023
DM-102778,Restaurant 2778,Turkish,JLT,Dubai,1,4,3,0,1,1,1,18-03-2024
DM-102779,Restaurant 2779,Korean,Business Bay,Dubai,4,6,0,0,1,1,3,11-05-2025
DM-102780,Restaurant 2780,Korean,Silicon Oasis,Dubai,6,15,3,1,0,0,4,27-07-2024
DM-102781,Restaurant 2781,Turkish,Al Barsha,Dubai,11,12,5,0,1,1,4,08-04-2024
DM-102782,Restaurant 2782,Pakistani,Business Bay,Dubai,11,15,4,1,2,1,1,19-10-2025
DM-102783,Restaurant 2783,Mexican,DIFC,Dubai,1,1,1,0,1,1,5,27-10-2023
DM-102784,Restaurant 2784,Pakistani,DIFC,Dubai,3,11,4,0,0,0,1,14-01-2024
DM-102785,Restaurant 2785,Chinese,Deira,Dubai,11,14,10,0,0,0,3,28-06-2024
DM-102786,Restaurant 2786,Arabic,Deira,Dubai,2,1,1,0,1,1,3,16-02-2024
DM-102787,Restaurant 2787,Japanese,Business Bay,Dubai,1,5,1,0,1,1,2,22-06-2025
DM-102788,Restaurant 2788,Pakistani,JLT,Dubai,12,5,3,0,1,1,3,14-10-2024
DM-102789,Restaurant 2789,Filipino,Downtown,Dubai,4,3,3,0,0,0,2,04-07-2025
DM-102790,Restaurant 2790,Thai,Marina,Dubai,3,5,4,0,1,1,5,05-01-2024
DM-102791,Restaurant 2791,Thai,DIFC,Dubai,4,1,1,1,2,1,3,24-12-2025
DM-102792,Restaurant 2792,Lebanese,Marina,Dubai,3,4,4,0,0,0,2,02-05-2023
DM-102793,Restaurant 2793,Chinese,Silicon Oasis,Dubai,6,12,12,1,2,1,3,04-02-2025
DM-102794,Restaurant 2794,Filipino,Downtown,Dubai,6,11,7,1,0,0,1,28-02-2026
DM-102795,Restaurant 2795,Pakistani,Deira,Dubai,11,5,3,0,1,1,1,02-07-2025
DM-102796,Restaurant 2796,Japanese,Bur Dubai,Dubai,2,9,7,0,0,0,5,24-11-2023
DM-102797,Restaurant 2797,Indian,Business Bay,Dubai,10,3,0,0,0,0,5,31-05-2024
DM-102798,Restaurant 2798,Indian,JLT,Dubai,11,6,3,0,0,0,3,01-05-2025
DM-102799,Restaurant 2799,Turkish,Bur Dubai,Dubai,2,5,5,0,0,0,1,29-09-2023
DM-102800,Restaurant 2800,Italian,Business Bay,Dubai,12,13,2,1,2,1,2,16-08-2024
DM-102801,Restaurant 2801,Filipino,Al Barsha,Dubai,3,10,2,0,0,0,4,25-05-2025
DM-102802,Restaurant 2802,Mexican,Deira,Dubai,8,11,9,0,0,0,2,20-02-2025
DM-102803,Restaurant 2803,Mexican,Al Barsha,Dubai,1,14,6,0,0,0,2,18-08-2023
DM-102804,Restaurant 2804,Indian,DIFC,Dubai,5,11,2,1,2,1,3,16-05-2025
DM-102805,Restaurant 2805,Chinese,DIFC,Dubai,1,11,3,0,1,1,3,12-06-2023
DM-102806,Restaurant 2806,Japanese,Al Barsha,Dubai,12,2,2,1,0,0,2,17-03-2024
DM-102807,Restaurant 2807,Thai,Bur Dubai,Dubai,8,7,5,1,0,0,4,20-10-2023
DM-102808,Restaurant 2808,Turkish,Silicon Oasis,Dubai,9,1,1,1,2,1,3,02-11-2025
DM-102809,Restaurant 2809,French,Al Barsha,Dubai,11,5,4,1,0,0,2,16-03-2025
DM-102810,Restaurant 2810,French,Jumeirah,Dubai,11,1,1,0,0,0,2,31-08-2023
DM-102811,Restaurant 2811,Persian,JLT,Dubai,2,4,0,0,0,0,3,23-09-2025
DM-102812,Restaurant 2812,Persian,DIFC,Dubai,7,4,3,0,1,1,2,01-06-2023
DM-102813,Restaurant 2813,Thai,Silicon Oasis,Dubai,7,2,0,1,0,0,3,20-03-2025
DM-102814,Restaurant 2814,French,Business Bay,Dubai,3,12,11,0,1,1,1,15-03-2023
DM-102815,Restaurant 2815,French,Al Barsha,Dubai,4,4,0,1,1,1,5,24-02-2025
DM-102816,Restaurant 2816,Chinese,Jumeirah,Dubai,5,14,5,1,2,1,4,23-10-2025
DM-102817,Restaurant 2817,French,DIFC,Dubai,6,13,1,0,1,1,2,20-01-2024
DM-102818,Restaurant 2818,Chinese,Deira,Dubai,11,13,13,0,1,1,2,21-02-2024
DM-102819,Restaurant 2819,Korean,Silicon Oasis,Dubai,3,3,1,0,1,1,3,01-07-2024
DM-102820,Restaurant 2820,Indian,DIFC,Dubai,5,1,0,0,0,0,1,05-05-2025
DM-102821,Restaurant 2821,Chinese,Jumeirah,Dubai,5,6,5,0,1,1,3,18-12-2024
DM-102822,Restaurant 2822,Thai,Al Barsha,Dubai,5,7,6,1,2,1,4,23-05-2024
DM-102823,Restaurant 2823,Turkish,Jumeirah,Dubai,8,6,6,1,2,1,5,24-11-2024
DM-102824,Restaurant 2824,Filipino,Business Bay,Dubai,4,10,9,1,1,1,5,26-02-2025
DM-102825,Restaurant 2825,Mexican,Deira,Dubai,5,2,1,1,1,1,5,24-08-2024
DM-102826,Restaurant 2826,American,Downtown,Dubai,10,14,4,1,1,1,2,25-08-2023
DM-102827,Restaurant 2827,Arabic,JLT,Dubai,5,15,7,1,2,1,2,10-05-2024
DM-102828,Restaurant 2828,Italian,Silicon Oasis,Dubai,5,3,3,1,1,1,2,07-05-2024
DM-102829,Restaurant 2829,Chinese,Deira,Dubai,5,3,3,1,1,1,3,20-01-2026
DM-102830,Restaurant 2830,Japanese,Silicon Oasis,Dubai,6,14,3,1,2,1,3,10-01-2024
DM-102831,Restaurant 2831,Thai,DIFC,Dubai,1,8,4,0,1,1,4,19-05-2023
DM-102832,Restaurant 2832,Indian,Marina,Dubai,10,1,1,1,1,1,3,09-02-2023
DM-102833,Restaurant 2833,Thai,Deira,Dubai,9,15,5,1,1,1,2,26-11-2023
DM-102834,Restaurant 2834,Japanese,Silicon Oasis,Dubai,2,5,3,0,1,1,1,20-02-2023
DM-102835,Restaurant 2835,Italian,Downtown,Dubai,7,3,3,1,0,0,3,18-02-2024
DM-102836,Restaurant 2836,Turkish,Business Bay,Dubai,5,15,0,1,1,1,1,06-08-2024
DM-102837,Restaurant 2837,Turkish,Jumeirah,Dubai,12,9,2,1,1,1,2,24-04-2023
